1044971650,3
1045099368,4
1045208006,2
1045339937,3
104535906,3
1045545977,4
1045708576,3
1045776023,3
10459387,4
1045989131,3
1046156726,2
1046187121,3
1046222396,3
1046486747,1
1046631452,2
1046703257,4
1046776729,3
1046830901,3
1047071545,3
1047154095,4
1047210476,3
1047272845,4
1047550741,3
1047645957,3
104769172,3
1047894047,3
1047901042,2
1047958369,4
1048147223,0
1048372814,3
1048581072,2
1048678959,3
1048686894,2
1048738679,3
1048872437,3
1049426356,3
1049791378,4
1049924040,3
1050134400,3
1050263382,3
1050292454,3
1050313402,3
105057263,1
1050774063,3
1050847556,4
1050949665,0
1051469374,3
1051688339,0
1052028548,1
1052095724,0
1052118637,3
1052854295,0
1052881053,3
1052903541,3
1053009170,3
105315247,3
1053293117,3
1053317654,3
1053317741,3
1053331543,3
1053506407,1
1054048740,2
1054179399,2
1054232796,2
1054468967,3
1054935979,1
1054946133,2
1054987687,3
1055012871,3
1055305901,3
1055627573,3
105602329,4
1056943297,3
1057043660,3
105741284,4
1057462029,0
1057519931,3
1057579024,3
1057697623,1
1058428683,2
1058438877,3
1058466257,3
1058542448,4
1058931181,3
1059213340,3
1059218033,3
1059334615,3
1059412486,2
1059498220,3
1059782259,3
1059986462,2
1060007225,3
1060214168,0
1060477140,3
1060543398,4
1060644080,4
10606813,3
1060691063,3
1060739991,3
1060754806,3
10607686,2
1060819932,3
1061187521,3
1061287420,3
106169527,3
106217104,3
106233037,3
1063110047,1
1063572140,3
1064129080,3
1064213029,4
1064567128,3
1064567864,3
1064635740,3
1064688608,2
1065474134,3
1065833532,4
1066546103,1
1066630679,3
1066635665,3
1066701107,3
1067081821,3
1067302519,4
1067379852,3
1067618974,3
1067694987,4
1067821323,3
1067829359,3
106785011,3
1067983435,3
1068174637,2
1068558018,3
1068624123,3
1068801763,3
1068803845,3
1069065600,3
1069221450,3
1069816211,2
1069921431,3
1069985474,1
1070151605,3
1070206679,3
1070548894,3
1070630875,3
1070742689,3
1071136061,3
1071660717,3
1071700805,3
107179104,3
1071960213,0
1072157342,1
1072171567,3
1072259548,1
1072326766,0
1072471707,3
1072588150,4
1072929806,3
1073105435,3
107350755,1
1073881095,3
1073893170,3
1073915000,4
1073983503,4
107427326,4
1074333151,1
1074399386,3
1074412436,3
107443287,3
1074461567,1
1074544926,3
107458529,3
107466550,4
1074721909,3
1074804892,3
1074822391,3
1075008294,3
1075008577,3
1075249116,0
1075456471,2
1075841093,3
107608677,4
1076699996,3
1076906366,3
1076964019,1
1077032520,1
1077091549,3
1077138637,3
1077343678,3
1077647851,4
1077728760,4
1077786495,2
107801790,4
1078061341,1
10780620,3
1078497809,3
1078590865,0
1078779441,1
1078875759,3
1079107547,3
1079216156,3
1079224858,3
1079432452,3
1079514795,3
1079793899,1
1079818659,3
1080123455,1
1080179563,3
1080185160,4
1080265497,3
1080281713,3
1080407872,0
1080752639,1
1081031509,3
1081331009,0
1081937072,4
1081992369,1
1082098147,4
1082579432,3
1082822990,3
1082887568,2
1083021605,4
1083149527,3
108321963,3
1083535091,4
1083681960,2
1083896176,2
1084229234,4
108428649,3
1084779411,3
1084885558,2
1084966463,3
1085038226,4
1085297222,1
1085629921,3
1085879366,3
1085931637,3
1085950509,0
1086080704,3
1086102546,3
1086221210,3
1086499006,3
1086538376,4
1086549590,3
1086683858,3
1087450558,3
1088048736,3
1088104223,2
1088343861,3
1088416255,3
1088631003,3
1088853815,3
1089147259,3
108944327,3
1089555688,3
1089661926,1
1089759212,0
1089887353,3
1090116806,3
1090266454,3
1090285146,3
109039552,3
109060770,2
1090972181,1
1091104589,2
1091388730,3
1091414887,3
1091450292,3
1091452653,3
1091529167,3
1091727259,3
1091837239,4
1091869695,1
1092232758,4
1092289858,2
1092535479,2
1092645359,3
1092772509,3
1092828758,4
1092874124,3
1093114557,3
1093539112,3
1093739814,3
1093765262,1
1093908406,4
1094294460,2
1094295442,0
1094476490,3
1094482700,3
1094531638,3
1094769327,3
1094811132,3
1095008050,3
1095247638,4
1095482483,3
109551927,4
1095723751,3
1095798136,3
1095906723,3
1095991625,3
1096216935,3
1096302814,1
1096438409,4
1096800842,2
1097202105,3
1097206620,3
1097213244,3
1097323507,1
1097497550,3
1097598508,3
1097658176,3
109787893,3
1097928870,3
109816879,0
1098184586,4
1098348421,3
1098384736,3
1098392001,3
1098441542,4
1098603613,3
1098727659,3
1098903353,3
1099450301,4
1099668939,2
1099869110,3
1099870140,1
1099882902,1
1100049957,3
1100052546,3
1100123652,3
1100136717,3
1100141254,2
1100247536,1
110051175,3
1100532272,2
1100677588,4
1100718808,3
1100733960,1
1101262562,3
1101317234,3
1101409116,4
1101952886,0
1102114596,2
1102683272,3
1102693690,4
1103037453,3
110316351,3
1103304372,0
110359894,4
110366351,3
1103742559,1
1103977756,2
1104000386,3
1104298311,3
1104322555,3
1104367012,3
1104743192,3
1105163779,3
1105255922,0
11054682,3
1105650232,3
1105694504,1
1105873839,3
110588438,3
1105907243,1
1106106088,4
1106273992,3
1106559016,4
1106608031,3
1107438,3
1107481034,3
1108320889,3
1108862699,3
1108899810,3
1109052326,2
1109109430,3
1109216233,3
1109418037,3
110949726,3
1109535439,3
1109793764,3
1109928772,3
1110416706,3
1110421964,3
1110465816,3
1110776878,3
1111006106,3
111117998,3
1111288187,2
1111352870,3
1111719655,3
1111878443,3
1111946219,1
1112055301,3
1112568678,3
1112896854,3
1112943175,2
1113197985,3
1113246543,2
1113324991,3
1113547652,3
111358933,0
1113624946,3
1113768888,1
1113813904,3
111384857,2
1113946759,2
1114473986,3
1114588792,2
1114918862,3
1114980117,3
1115186514,3
1115249889,3
1115273193,3
1115331699,3
1115389496,4
1115451372,2
1116129173,1
1116229616,3
11162952,3
1116356197,2
1116781528,2
1116856972,3
1117006363,3
1117033254,1
1117136990,1
1117199954,3
1117253517,3
1117432302,2
1117482915,3
111755849,3
1117635403,3
1117937512,3
1118018491,2
1118049363,3
1118064801,3
1118164655,4
1118213233,3
1118350826,2
1118381273,3
1118493919,3
1118628939,3
1119046243,3
1119134814,2
1119403430,4
1119593200,4
1119665495,3
1119747653,2
1119847734,0
1119934368,3
1119995789,3
1120005690,3
1120416975,1
1120538910,3
1120557501,3
1120732120,3
1120933008,3
1120985228,3
1121048541,2
1121089876,2
1121169601,3
1121793903,1
1121950922,4
1122080430,4
1122491573,2
1122533329,4
1122970967,4
1122980752,3
1123269893,0
1123691141,1
1123847730,1
1123902504,3
1124029406,3
1124166287,3
1124255421,1
1124291241,0
1124430120,3
1124493346,3
1124545066,3
1124741083,4
112487271,3
1125109121,2
1125148529,2
11252426,3
1125517777,1
1125560878,4
112557905,3
1126189127,3
112619806,3
1126417568,1
112646666,3
1126686225,3
1126766682,3
112690000,2
1126995294,3
1127054489,3
1127286868,0
1127322697,3
1127352598,3
1127545108,3
1127648735,3
1127920784,4
1128067244,3
1128080664,1
112818929,3
1128373288,3
1128419407,3
1128531258,1
1128747807,3
1129086927,3
1129343531,3
1129442307,2
1129666944,1
1129668095,3
1129878051,1
113007530,3
1130201707,1
1130568730,3
1130848139,2
113115280,3
1131164164,2
1131545521,3
1131795306,4
1131824490,3
1131959133,3
1132263978,2
1132352696,3
1132572799,3
1132695066,3
1132839452,4
1133003664,3
1133271450,3
1133309905,2
1133337432,2
1133741600,3
1133979561,3
1134181894,3
1134204099,4
1134341646,3
1134422280,0
1134555481,3
1135103288,1
1135186120,3
1135319126,3
1135510790,1
1135727315,3
113596289,1
1135994745,3
1136197975,3
1136247761,3
1136287930,3
1136746572,1
1136801202,3
1136820675,1
1137270192,3
1137391278,3
1137421218,1
1137454058,3
1137468272,3
1137518834,1
1137582859,3
1137631673,1
1137739472,2
1138006821,3
113803368,3
1138036719,2
1138058391,4
1138072371,3
1138283090,3
1138461516,3
1138645276,4
1138779690,2
1138949936,3
1139406590,3
1139665721,2
1139742461,3
1139923759,3
1140116873,2
1140278796,3
114081332,3
1141170826,3
1141275049,3
114137661,3
114139340,3
1141475259,3
1141754259,3
114198015,3
1142064548,3
1142350132,3
114251805,1
1142600361,3
1142627620,3
1142830488,3
1143022454,3
1143108835,3
1143548479,3
1143964354,4
1144328728,3
1144657211,3
1144686555,1
1144914727,3
1145076372,3
1145084928,3
114551323,3
1145667404,3
1146074650,3
1146555837,3
1146557184,2
1146671365,1
1146674028,3
1146811684,3
1146890765,3
1147036458,3
114721185,3
1147474861,4
1147602192,3
1147790325,3
1148135576,3
1148219268,3
1148267148,4
1148412619,3
1148573405,3
1148629594,4
1148829591,0
1148865724,3
1148976891,3
1149131142,3
1149189284,3
1149243998,0
1149366109,1
1149376590,3
1149596528,4
1149843066,3
1149874040,3
1150053692,3
1150289394,3
1150322026,3
1150408914,1
1150608601,3
1150800852,3
1151124099,3
1151214071,3
1151591175,3
1151646112,3
1151756938,3
1151793970,3
1151941049,2
1152100841,3
1152356015,3
1152631724,0
1153394975,2
1153679641,3
1153882793,1
1154146320,3
1154243459,3
1154259077,2
115438345,2
1154479394,4
11553250,3
115543947,3
1155507570,4
1155922656,3
1156438071,3
1156464284,1
1156776649,1
1156963169,1
1157456834,3
11574961,1
1157584839,3
115829780,1
1158328538,4
1158465741,3
1158552127,2
1158624632,4
1158898602,3
1158902447,3
1159051913,3
1159384671,3
1159573446,3
1159885100,3
1159958823,3
1159977136,3
1160018036,1
1160075077,4
1160106089,3
1160386245,3
1160441044,1
1160633739,4
1160694638,3
1160762545,3
1160835992,1
1161282261,2
1161422335,3
1161696474,3
1161718761,4
1161877959,3
1162152381,2
1162161027,3
1162586236,3
1162702675,3
1162784532,3
1162809006,3
1162919908,3
1163169626,3
1163211967,3
1163230614,3
116338302,4
1163901335,1
1164006257,3
1164139457,3
1164430780,3
1164550544,3
116466028,2
1164692375,2
1164773152,4
1165169660,3
1165463551,3
1165503053,3
1165640366,3
1165672630,4
1165857265,1
1165946895,3
116602588,3
1166269139,3
1166951694,3
1166973570,0
1166984087,3
1166986456,1
1167375452,3
1167578241,3
1167942478,1
1168027605,3
1168108889,1
11690064,0
1169202879,3
1169336431,4
1169555364,3
1169643720,3
1169677118,3
1170312176,3
117031981,3
1170371662,4
1170646822,3
1170720367,4
1171170982,3
1171302232,3
1171302816,2
1171418212,4
1171469131,4
1171643139,3
1172047582,3
1172185263,3
1172216777,3
117226420,3
